Tanggal,Pelanggan,Deskripsi Barang,Jml,Hrg Satuan,SubTotal,Jenis Barang,Merek Barang,Salesman,Jenis Alat,Transaction_ID
2025-03-24,ONLINE 1,MITTER SAW MODERN M3700,1,"Rp826,200",826200,POWER TOOLS PT,MODERN,MICHAEL (SHOPEE),MITTER SAW,ms-0324-59
2025-03-24,ONLINE 1,MITTER SAW MODERN M3700,1,"Rp826,200",826200,POWER TOOLS PT,MODERN,MICHAEL (SHOPEE),MITTER SAW,ms-0324-60
2025-03-24,ONLINE 1,INVERTER RYU RII 120-1 900W,1,"Rp838,100",838100,POWER TOOLS,RYU,MICHAEL (SHOPEE),INVERTER,ms-0324-61
2025-03-24,ONLINE 1,C.LESS POTONG RUMPUT MODERN M-45,1,"Rp979,200",979200,POWER TOOLS,MODERN,MICHAEL (SHOPEE),C.LESS POTONG RUMPUT,ms-0324-61
2025-03-24,ONLINE 1,"KLEM SELANG JETJO 5/8"" 101781",20,"Rp6,750",135000,TEKNIK,JETJO,MICHAEL (SHOPEE),KLEM SELANG,ms-0324-61
2025-03-24,ONLINE 1,"KLEM SELANG JETJO 3/4"" 101782",40,"Rp6,750",270000,TEKNIK,JETJO,MICHAEL (SHOPEE),KLEM SELANG,ms-0324-62
2025-03-24,ONLINE 1,SPRAYER MANUAL TOKUDA 5L (YELLOW-BLUE),1,"Rp81,600",81600,MESIN,TOKUDA,MICHAEL (TIKTOK),SPRAYER MANUAL,mt-0324-1
2025-03-24,ONLINE 1,"SOCK DR 1/2"" TEKIRO 6PT 22MM SC-SC0388",1,"Rp34,000",34000,TEKNIK,TEKIRO,MICHAEL (TIKTOK),"SOCK DR 1/2""",mt-0324-1
2025-03-24,ONLINE 1,ACCU SPRAYER KANEDA 8A,1,"Rp145,000",145000,SPARE PART KANEDA,KANEDA,MICHAEL (TIKTOK),ACCU SPRAYER,mt-0324-2
2025-03-24,ONLINE 1,ACCU SPRAYER KANEDA 8A,1,"Rp145,000",145000,SPARE PART KANEDA,KANEDA,MICHAEL (TIKTOK),ACCU SPRAYER,mt-0324-3
2025-03-24,ONLINE 1,ACCU SPRAYER KANEDA 8A,1,"Rp145,000",145000,SPARE PART KANEDA,KANEDA,MICHAEL (TIKTOK),ACCU SPRAYER,mt-0324-4
2025-03-24,ONLINE 1,ACCU SPRAYER KANEDA 8A,1,"Rp145,000",145000,SPARE PART KANEDA,KANEDA,MICHAEL (TIKTOK),ACCU SPRAYER,mt-0324-5
2025-03-24,ONLINE 1,ACCU SPRAYER KANEDA 8A,1,"Rp145,000",145000,SPARE PART KANEDA,KANEDA,MICHAEL (TIKTOK),ACCU SPRAYER,mt-0324-6
2025-03-24,ONLINE 1,ACCU SPRAYER KANEDA 8A,1,"Rp145,000",145000,SPARE PART KANEDA,KANEDA,MICHAEL (TIKTOK),ACCU SPRAYER,mt-0324-6
2025-03-24,ONLINE 1,ACCU SPRAYER KANEDA 12A,1,"Rp197,500",197500,SPARE PART KANEDA,KANEDA,MICHAEL (TIKTOK),ACCU SPRAYER,mt-0324-7
2025-03-24,ONLINE 1,ACCU SPRAYER TOKUDA 12A,1,"Rp182,500",182500,SPARE PART KANEDA,TOKUDA,MICHAEL (TIKTOK),ACCU SPRAYER,mt-0324-8
2025-03-24,ONLINE 1,ACCU SPRAYER TOKUDA 12A,1,"Rp182,500",182500,SPARE PART KANEDA,TOKUDA,MICHAEL (TIKTOK),ACCU SPRAYER,mt-0324-8
2025-03-24,ONLINE 1,ACCU SPRAYER TOKUDA 12A,1,"Rp182,500",182500,SPARE PART KANEDA,TOKUDA,MICHAEL (TIKTOK),ACCU SPRAYER,mt-0324-9
2025-03-24,ONLINE 1,GERINDA MODERN M2350B,1,"Rp259,700",259700,POWER TOOLS PT,MODERN,MICHAEL (TIKTOK),GERINDA,mt-0324-9
2025-03-24,ONLINE 1,GERINDA MODERN M2350B,1,"Rp259,700",259700,POWER TOOLS PT,MODERN,MICHAEL (TIKTOK),GERINDA,mt-0324-9
2025-03-24,ONLINE 1,GERINDA MODERN M2350B,1,"Rp259,700",259700,POWER TOOLS PT,MODERN,MICHAEL (TIKTOK),GERINDA,mt-0324-10
2025-03-24,ONLINE 1,GERINDA MODERN M2350B,1,"Rp259,700",259700,POWER TOOLS PT,MODERN,MICHAEL (TIKTOK),GERINDA,mt-0324-11
2025-03-24,ONLINE 1,GERINDA MODERN M2350B,1,"Rp259,700",259700,POWER TOOLS PT,MODERN,MICHAEL (TIKTOK),GERINDA,mt-0324-12
2025-03-24,ONLINE 1,GERINDA MODERN M2350B,1,"Rp259,700",259700,POWER TOOLS PT,MODERN,MICHAEL (TIKTOK),GERINDA,mt-0324-13
2025-03-24,ONLINE 1,GERINDA MODERN M2350B,1,"Rp259,700",259700,POWER TOOLS PT,MODERN,MICHAEL (TIKTOK),GERINDA,mt-0324-14
2025-03-24,ONLINE 1,GERINDA MODERN M2350B,1,"Rp259,700",259700,POWER TOOLS PT,MODERN,MICHAEL (TIKTOK),GERINDA,mt-0324-15
2025-03-24,ONLINE 1,GERINDA MODERN M2350B,1,"Rp259,700",259700,POWER TOOLS PT,MODERN,MICHAEL (TIKTOK),GERINDA,mt-0324-15
2025-03-24,ONLINE 1,GERINDA MODERN M2350B,1,"Rp259,700",259700,POWER TOOLS PT,MODERN,MICHAEL (TIKTOK),GERINDA,mt-0324-16
2025-03-24,ONLINE 1,GERINDA MODERN M2350B,1,"Rp259,700",259700,POWER TOOLS PT,MODERN,MICHAEL (TIKTOK),GERINDA,mt-0324-17
2025-03-24,ONLINE 1,GERINDA MODERN M2350B,1,"Rp259,700",259700,POWER TOOLS PT,MODERN,MICHAEL (TIKTOK),GERINDA,mt-0324-18
2025-03-24,ONLINE 1,GERINDA MODERN M2350B,1,"Rp259,700",259700,POWER TOOLS PT,MODERN,MICHAEL (TIKTOK),GERINDA,mt-0324-19
2025-03-24,ONLINE 1,GERINDA MODERN M2350B,1,"Rp259,700",259700,POWER TOOLS PT,MODERN,MICHAEL (TIKTOK),GERINDA,mt-0324-20
2025-03-24,ONLINE 1,GERINDA MODERN M2350B,1,"Rp259,700",259700,POWER TOOLS PT,MODERN,MICHAEL (TIKTOK),GERINDA,mt-0324-21
2025-03-24,ONLINE 1,SDS PLUS COLD CHISEL MAKITA 20-250 HR 2453 D-08729,2,"Rp70,000",140000,ACCESORIS PT,MAKITA,MICHAEL (TIKTOK),SDS PLUS COLD CHISEL,mt-0324-22
2025-03-24,ONLINE 1,DRILL MODERN M2100C,1,"Rp273,000",273000,POWER TOOLS,MODERN,MICHAEL (TIKTOK),DRILL,mt-0324-23
2025-03-24,ONLINE 1,WD 40 MUP 333ML,6,"Rp71,400",428400,TEKNIK,WD-40,MICHAEL (TIKTOK),MUP,mt-0324-24
2025-03-24,ONLINE 1,DRILL MAKITA M 0600B,1,"Rp406,500",406500,POWER TOOLS,MAKITA,MICHAEL (TIKTOK),DRILL,mt-0324-25
2025-03-24,ONLINE 1,DRILL MAKITA M 0600B,1,"Rp406,500",406500,POWER TOOLS,MAKITA,MICHAEL (TIKTOK),DRILL,mt-0324-26
2025-03-24,ONLINE 1,GERINDA MAKITA M 0900B,1,"Rp411,500",411500,POWER TOOLS,MAKITA,MICHAEL (TIKTOK),GERINDA,mt-0324-27
2025-03-24,ONLINE 1,GERINDA MAKITA M 0900B,1,"Rp411,500",411500,POWER TOOLS,MAKITA,MICHAEL (TIKTOK),GERINDA,mt-0324-28
2025-03-24,ONLINE 1,GERINDA MAKITA M 0900B,1,"Rp411,500",411500,POWER TOOLS,MAKITA,MICHAEL (TIKTOK),GERINDA,mt-0324-29
2025-03-24,ONLINE 1,GERINDA MAKITA M 0900B,1,"Rp411,500",411500,POWER TOOLS,MAKITA,MICHAEL (TIKTOK),GERINDA,mt-0324-29
2025-03-24,ONLINE 1,GERINDA MAKITA M 0900B,1,"Rp411,500",411500,POWER TOOLS,MAKITA,MICHAEL (TIKTOK),GERINDA,mt-0324-29
2025-03-24,ONLINE 1,GERINDA MAKITA M 0900B,1,"Rp411,500",411500,POWER TOOLS,MAKITA,MICHAEL (TIKTOK),GERINDA,mt-0324-29
2025-03-24,ONLINE 1,GERINDA MAKITA M 0900B,1,"Rp411,500",411500,POWER TOOLS,MAKITA,MICHAEL (TIKTOK),GERINDA,mt-0324-29
2025-03-24,ONLINE 1,OBENG GAGANG KARET HIJAU TEKIRO(+)PH1X75MM SD-CG0850,1,"Rp25,400",25400,TEKNIK,TEKIRO,MICHAEL (TOPED),OBENG GAGANG KARET HIJAU,mt-0324-1
2025-03-24,ONLINE 1,OBENG KETOK TEMBUS HIJAU TEKIRO (+) PH2X200 SD-GT0870,1,"Rp27,000",27000,TEKNIK,TEKIRO,MICHAEL (TOPED),OBENG KETOK TEMBUS HIJAU,mt-0324-1
2025-03-24,ONLINE 1,OBENG GAGANG KARET KUNING TEKIRO (-) 6X250 SD-CG0864,1,"Rp38,900",38900,TEKNIK,TEKIRO,MICHAEL (TOPED),OBENG GAGANG KARET KUNING,mt-0324-1
2025-03-24,ONLINE 1,BLOWER MODERN M2000C,1,"Rp301,700",301700,POWER TOOLS,MODERN,MICHAEL (TOPED),BLOWER,mt-0324-1
2025-03-24,ONLINE 2,GERINDA MODERN SIM100B,1,"Rp245,700",245700,POWER TOOLS PT,MODERN,NANDO (LAZADA),GERINDA,nl-0324-1
2025-03-24,ONLINE 2,GERINDA MODERN SIM100B,1,"Rp245,700",245700,POWER TOOLS PT,MODERN,NANDO (LAZADA),GERINDA,nl-0324-1
2025-03-24,ONLINE 2,GERINDA MODERN SIM100B,1,"Rp245,700",245700,POWER TOOLS PT,MODERN,NANDO (LAZADA),GERINDA,nl-0324-1
2025-03-24,ONLINE 2,GERINDA DONG CHENG DSM03-100,1,"Rp260,000",260000,POWER TOOLS,DONGCHENG,NANDO (LAZADA),GERINDA,nl-0324-1
2025-03-24,ONLINE 2,DRILL MAKITA M 0600B,1,"Rp387,600",387600,POWER TOOLS,MAKITA,NANDO (LAZADA),DRILL,nl-0324-2
2025-03-24,ONLINE 2,GERINDA MAKITA M 0900B,1,"Rp392,200",392200,POWER TOOLS,MAKITA,NANDO (LAZADA),GERINDA,nl-0324-3
2025-03-24,ONLINE 2,KUNCI RING BULAN TEKIRO 10X12MM WR-OB0226,1,"Rp65,600",65600,TEKNIK,TEKIRO,NANDO (SHOPEE 2),KUNCI RING BULAN,ns-0324-1
2025-03-24,ONLINE 2,"KUNCI BUSI TEKIRO 1/2""X21MM MAGNET SC-SA0548",1,"Rp38,225",38225,TEKNIK,TEKIRO,NANDO (SHOPEE),KUNCI BUSI,ns-0324-1
2025-03-24,ONLINE 2,NOZZLE SPRAYER PLASTIK 4 LUBANG OLD-P148,1,"Rp2,000",2000,SPARE PART KANEDA,KANEDA,NANDO (SHOPEE),NOZZLE SPRAYER PLASTIK 4 LUBANG OLD-P148,ns-0324-2
2025-03-24,ONLINE 2,KUNCI RING ATS 8X10MM,1,"Rp7,980",7980,TEKNIK,ATS,NANDO (SHOPEE),KUNCI RING,ns-0324-3
2025-03-24,ONLINE 2,"BAR NEW WEST 22"" GIGI KASAR",1,"Rp122,500",122500,SPARE PART CHAINSAW,NEW WEST,NANDO (SHOPEE),BAR,ns-0324-4
2025-03-24,ONLINE 2,"BAR NEW WEST 22"" GIGI KASAR",1,"Rp122,500",122500,SPARE PART CHAINSAW,NEW WEST,NANDO (SHOPEE),BAR,ns-0324-5
2025-03-24,ONLINE 2,"BAR NEW WEST 22"" GIGI KASAR",1,"Rp122,500",122500,SPARE PART CHAINSAW,NEW WEST,NANDO (SHOPEE),BAR,ns-0324-6
2025-03-24,ONLINE 2,"SOCK DR 1/2"" TEKIRO 12PT 14MM SC-SC0404",1,"Rp16,165",16165,TEKNIK,TEKIRO,NANDO (SHOPEE),"SOCK DR 1/2""",ns-0324-6
2025-03-24,ONLINE 2,KUNCI RING ATS 6X7MM,1,"Rp10,350",10350,TEKNIK,ATS,NANDO (SHOPEE),KUNCI RING,ns-0324-6
2025-03-24,ONLINE 2,KUNCI RING PAS ATS 15MM,1,"Rp14,750",14750,TEKNIK,ATS,NANDO (SHOPEE),KUNCI RING PAS,ns-0324-7
2025-03-24,ONLINE 2,KUNCI L PANJANG TEKIRO 5MM HK-LO1169,1,"Rp16,300",16300,TEKNIK,TEKIRO,NANDO (SHOPEE),KUNCI L PANJANG,ns-0324-8
2025-03-24,ONLINE 2,SWITCH RYU RPL 82-3A,1,"Rp10,500",10500,SPARE PART PT,RYU,NANDO (SHOPEE),SWITCH,ns-0324-8
2025-03-24,ONLINE 2,"TANG POTONG JETJO 6"" 400862",1,"Rp28,600",28600,TEKNIK,JETJO,NANDO (SHOPEE),TANG POTONG,ns-0324-8
2025-03-24,ONLINE 2,"SOCK DR 1/2"" TEKIRO 6PT 17MM SC-SC0383",1,"Rp23,600",23600,TEKNIK,TEKIRO,NANDO (SHOPEE),"SOCK DR 1/2""",ns-0324-8
2025-03-24,ONLINE 2,"GAGANG KUNCI SOCK L TEKIRO 1/2""X10"" SC-OH0574",1,"Rp62,425",62425,TEKNIK,TEKIRO,NANDO (SHOPEE),GAGANG KUNCI SOCK L,ns-0324-8
2025-03-24,ONLINE 2,STATOR M2350 GERINDA MODERN,1,"Rp73,300",73300,SPARE PART PT,MODERN,NANDO (SHOPEE),STATOR M2350 GERINDA,ns-0324-8
2025-03-24,ONLINE 2,MATA JIGSAW MAKITA NO 1 A-85802,5,"Rp15,800",79000,ACCESORIS PT,MAKITA,NANDO (SHOPEE),MATA JIGSAW,ns-0324-8
2025-03-24,ONLINE 2,KUNCI L PANJANG TEKIRO 5MM HK-LO1169,6,"Rp16,300",97800,TEKNIK,TEKIRO,NANDO (SHOPEE),KUNCI L PANJANG,ns-0324-8
2025-03-24,ONLINE 2,DRILL MODERN M2100B,1,"Rp227,000",227000,POWER TOOLS,MODERN,NANDO (SHOPEE),DRILL,ns-0324-8
2025-03-24,ONLINE 2,"CATOK C JETJO 5"" 101890",1,"Rp71,150",71150,TEKNIK,JETJO,NANDO (SHOPEE),CATOK C,ns-0324-8
2025-03-24,ONLINE 2,KUNCI L PANJANG TEKIRO 6MM HK-LO1170,6,"Rp18,400",110400,TEKNIK,TEKIRO,NANDO (SHOPEE),KUNCI L PANJANG,ns-0324-9
2025-03-24,ONLINE 2,ACCU SPRAYER KANEDA 8A,1,"Rp145,000",145000,SPARE PART KANEDA,KANEDA,NANDO (SHOPEE),ACCU SPRAYER,ns-0324-9
2025-03-24,ONLINE 2,ACCU SPRAYER KANEDA 8A,1,"Rp145,000",145000,SPARE PART KANEDA,KANEDA,NANDO (SHOPEE),ACCU SPRAYER,ns-0324-10
2025-03-24,ONLINE 2,ACCU SPRAYER KANEDA 8A,1,"Rp145,000",145000,SPARE PART KANEDA,KANEDA,NANDO (SHOPEE),ACCU SPRAYER,ns-0324-11
2025-03-24,ONLINE 2,ACCU SPRAYER KANEDA 8A,1,"Rp145,000",145000,SPARE PART KANEDA,KANEDA,NANDO (SHOPEE),ACCU SPRAYER,ns-0324-11
2025-03-24,ONLINE 2,ACCU SPRAYER KANEDA 8A,1,"Rp145,000",145000,SPARE PART KANEDA,KANEDA,NANDO (SHOPEE),ACCU SPRAYER,ns-0324-12
2025-03-24,ONLINE 2,GREASE GUN TEKIRO 500CC AU-GG1015,1,"Rp174,500",174500,TEKNIK,TEKIRO,NANDO (SHOPEE),GREASE GUN,ns-0324-12
2025-03-24,ONLINE 2,GREASE GUN TEKIRO 500CC AU-GG1015,1,"Rp174,500",174500,TEKNIK,TEKIRO,NANDO (SHOPEE),GREASE GUN,ns-0324-13
2025-03-24,ONLINE 2,MATA JIGSAW NO MAKITA 10 A-85818,5,"Rp17,600",88000,ACCESORIS PT,MAKITA,NANDO (SHOPEE),MATA JIGSAW NO,ns-0324-13
2025-03-24,ONLINE 2,"GERGAJI TANGAN TEKIRO TPR 20"" 3T GT-HS1555",1,"Rp111,000",111000,TEKNIK,TEKIRO,NANDO (SHOPEE),GERGAJI TANGAN,ns-0324-14
2025-03-24,ONLINE 2,GERINDA MODERN M2340 V,1,"Rp277,700",277700,POWER TOOLS,MODERN,NANDO (SHOPEE),GERINDA,ns-0324-15
2025-03-24,ONLINE 2,GERINDA MODERN M2340 V,1,"Rp277,700",277700,POWER TOOLS,MODERN,NANDO (SHOPEE),GERINDA,ns-0324-15
2025-03-24,ONLINE 2,GERINDA MODERN SIM100B,1,"Rp245,700",245700,POWER TOOLS PT,MODERN,NANDO (SHOPEE),GERINDA,ns-0324-16
2025-03-24,ONLINE 2,GERINDA MODERN SIM100B,1,"Rp245,700",245700,POWER TOOLS PT,MODERN,NANDO (SHOPEE),GERINDA,ns-0324-16
2025-03-24,ONLINE 2,GERINDA MODERN SIM100B,1,"Rp245,700",245700,POWER TOOLS PT,MODERN,NANDO (SHOPEE),GERINDA,ns-0324-16
2025-03-24,ONLINE 2,PLANER MODERN M2920,1,"Rp380,000",380000,POWER TOOLS PT,MODERN,NANDO (SHOPEE),PLANER,ns-0324-16
2025-03-24,ONLINE 2,PLANER MODERN M2920,1,"Rp380,000",380000,POWER TOOLS PT,MODERN,NANDO (SHOPEE),PLANER,ns-0324-16
2025-03-24,ONLINE 2,ACCU SPRAYER KANEDA 9A,1,"Rp189,550",189550,SPARE PART KANEDA,KANEDA,NANDO (SHOPEE),ACCU SPRAYER,ns-0324-17
2025-03-24,ONLINE 2,GERINDA MODERN M2350B,1,"Rp259,700",259700,POWER TOOLS PT,MODERN,NANDO (SHOPEE),GERINDA,ns-0324-17
2025-03-24,ONLINE 2,DRILL MAKITA M 0600B,1,"Rp387,600",387600,POWER TOOLS,MAKITA,NANDO (SHOPEE),DRILL,ns-0324-17
2025-03-24,ONLINE 2,GERINDA MAKITA M 0900B,1,"Rp392,200",392200,POWER TOOLS,MAKITA,NANDO (SHOPEE),GERINDA,ns-0324-17
2025-03-24,ONLINE 2,GERINDA MAKITA M 0910B,1,"Rp451,400",451400,POWER TOOLS,MAKITA,NANDO (SHOPEE),GERINDA,ns-0324-17
2025-03-24,ONLINE 2,GERINDA MAKITA M 0910B,1,"Rp451,400",451400,POWER TOOLS,MAKITA,NANDO (SHOPEE),GERINDA,ns-0324-17
2025-03-24,ONLINE 2,GERINDA MAKITA M 0910B,1,"Rp451,400",451400,POWER TOOLS,MAKITA,NANDO (SHOPEE),GERINDA,ns-0324-17
2025-03-24,ONLINE 2,MATA JIGSAW MAKITA NO 3 A-85868,10,"Rp15,000",150000,ACCESORIS PT,MAKITA,NANDO (SHOPEE),MATA JIGSAW,ns-0324-17
2025-03-24,ONLINE 2,JET CLEANER H&L QL-1200,1,"Rp825,000",825000,POWER TOOLS,H&L,NANDO (SHOPEE),JET CLEANER,ns-0324-17
2025-03-24,ONLINE 2,CIRCULAR SAW MODERN M2600 L(LASER),1,"Rp576,300",576300,POWER TOOLS,MODERN,NANDO (SHOPEE),CIRCULAR SAW,ns-0324-17
2025-03-24,ONLINE 2,INVERTER RYU RII 120-2,1,"Rp573,400",573400,POWER TOOLS,RYU,NANDO (SHOPEE),INVERTER,ns-0324-18
2025-03-24,ONLINE 2,GERINDA MODERN M2350B,2,"Rp259,700",519400,POWER TOOLS PT,MODERN,NANDO (SHOPEE),GERINDA,ns-0324-18
2025-03-24,ONLINE 2,CIRCULAR SAW DONGCHENG DMY02-185SH,1,"Rp586,500",586500,POWER TOOLS,DONGCHENG,NANDO (SHOPEE),CIRCULAR SAW,ns-0324-18
2025-03-24,ONLINE 2,GERINDA MAKITA M 0900B,2,"Rp392,200",784400,POWER TOOLS,MAKITA,NANDO (SHOPEE),GERINDA,ns-0324-18
2025-03-24,ONLINE 2,ROUTER MODERN M2800,1,"Rp838,500",838500,POWER TOOLS PT,MODERN,NANDO (SHOPEE),ROUTER,ns-0324-18
2025-03-24,ONLINE 2,ACCU SPRAYER KANEDA 8A,10,"Rp145,000",1450000,SPARE PART KANEDA,KANEDA,NANDO (SHOPEE),ACCU SPRAYER,ns-0324-18
2025-03-24,ONLINE 2,DEMOLITION HAMMER DCA AZG10,1,"Rp3,000,000",3000000,POWER TOOLS,DCA,NANDO (SHOPEE),DEMOLITION HAMMER,ns-0324-18
2025-03-24,ONLINE 2,"BATU POTONG WD 4""X1,2",20,"Rp2,800",56000,ACCESORIS PT,WD,NANDO (TIKTOK),BATU POTONG,nt-0324-1
2025-03-24,ONLINE 2,TIRE GAUGE TEKIRO 160PSI (BESAR) #7 AU-TG0982,1,"Rp165,000",165000,TEKNIK,TEKIRO,NANDO (TIKTOK),TIRE GAUGE,nt-0324-1
2025-03-24,ONLINE 2,ACCU SPRAYER TOKUDA 12A,1,"Rp182,500",182500,SPARE PART KANEDA,TOKUDA,NANDO (TIKTOK),ACCU SPRAYER,nt-0324-2
2025-03-24,ONLINE 2,ACCU SPRAYER TOKUDA 12A,1,"Rp182,500",182500,SPARE PART KANEDA,TOKUDA,NANDO (TIKTOK),ACCU SPRAYER,nt-0324-3
2025-03-24,ONLINE 2,ACCU SPRAYER TOKUDA 12A,1,"Rp182,500",182500,SPARE PART KANEDA,TOKUDA,NANDO (TIKTOK),ACCU SPRAYER,nt-0324-4
2025-03-24,ONLINE 2,ACCU SPRAYER TOKUDA 12A,1,"Rp182,500",182500,SPARE PART KANEDA,TOKUDA,NANDO (TIKTOK),ACCU SPRAYER,nt-0324-5
2025-03-24,ONLINE 2,ACCU SPRAYER TOKUDA 12A,1,"Rp182,500",182500,SPARE PART KANEDA,TOKUDA,NANDO (TIKTOK),ACCU SPRAYER,nt-0324-6
2025-03-24,ONLINE 2,ARMATURE DONG CHENG DMB82 N 1900B,2,"Rp87,000",174000,SPARE PART PT,DONGCHENG,NANDO (TIKTOK),ARMATURE,nt-0324-7
2025-03-24,ONLINE 2,ACCU SPRAYER KANEDA 9A,1,"Rp189,550",189550,SPARE PART KANEDA,KANEDA,NANDO (TIKTOK),ACCU SPRAYER,nt-0324-7
2025-03-24,ONLINE 2,SELANG KOMPRESOR TEKIRO 8.5X14MM (20M) AT-AH1776,1,"Rp207,500",207500,SELANG,TEKIRO,NANDO (TIKTOK),SELANG KOMPRESOR,nt-0324-7
2025-03-24,ONLINE 2,DRILL MODERN M2100C,1,"Rp273,000",273000,POWER TOOLS,MODERN,NANDO (TIKTOK),DRILL,nt-0324-7
2025-03-24,ONLINE 2,PLANER MODERN M 2900,1,"Rp421,500",421500,POWER TOOLS PT,MODERN,NANDO (TIKTOK),PLANER,nt-0324-7
2025-03-24,ONLINE 2,CIRCULAR SAW MODERN M2600 L(LASER),1,"Rp605,000",605000,POWER TOOLS,MODERN,NANDO (TIKTOK),CIRCULAR SAW,nt-0324-7
2025-03-24,ONLINE 2,GERINDA DONG CHENG DSM03-100,2,"Rp273,000",546000,POWER TOOLS,DONGCHENG,NANDO (TIKTOK),GERINDA,nt-0324-7
2025-03-24,ONLINE 2,ACCU SPRAYER TOKUDA 12A,4,"Rp182,500",730000,SPARE PART KANEDA,TOKUDA,NANDO (TIKTOK),ACCU SPRAYER,nt-0324-7
2025-03-24,ONLINE 2,ACCU SPRAYER TOKUDA 12A,4,"Rp182,500",730000,SPARE PART KANEDA,TOKUDA,NANDO (TIKTOK),ACCU SPRAYER,nt-0324-7
2025-03-24,ONLINE 2,"POLISHER MODERN M3210 5""",1,"Rp303,400",303400,POWER TOOLS PT,MODERN,NANDO (TOPED),POLISHER,nt-0324-1
2025-03-25,ONLINE 3,ARMATURE DONG CHENG DMB82 N 1900B,1,"Rp87,000",87000,SPARE PART PT,DONGCHENG,AHEN (LAZADA),ARMATURE,al-0325-1
2025-03-25,ONLINE 3,GERINDA DONG CHENG DSM03-100,1,"Rp260,000",260000,POWER TOOLS,DONGCHENG,AHEN (LAZADA),GERINDA,al-0325-1
2025-03-25,ONLINE 3,IMPACT DRILL MODERN M2150 13M,1,"Rp319,800",319800,POWER TOOLS PT,MODERN,AHEN (LAZADA),IMPACT DRILL,al-0325-1
2025-03-25,ONLINE 3,CARBON BRUSH MODERN CB 411,2,"Rp2,300",4600,SPARE PART PT,MODERN,AHEN (SHOPEE 2),CARBON BRUSH,as-0325-1
2025-03-25,ONLINE 3,KUNCI RING PAS TEKIPO 24MM,1,"Rp61,000",61000,TEKNIK,TEKIPO,AHEN (SHOPEE 2),KUNCI RING PAS,as-0325-1
2025-03-25,ONLINE 3,DRILL DONG CHENG DJZ10A,1,"Rp240,000",240000,POWER TOOLS,DONGCHENG,AHEN (SHOPEE 2),DRILL,as-0325-1
2025-03-25,ONLINE 3,ORBITAL SANDER DONG CHENG DSB03-100,1,"Rp291,000",291000,POWER TOOLS,DONGCHENG,AHEN (SHOPEE 2),ORBITAL SANDER,as-0325-1
2025-03-25,ONLINE 3,CIRCULAR SAW DONGCHENG DMY02-185SH,1,"Rp586,500",586500,POWER TOOLS,DONGCHENG,AHEN (SHOPEE 2),CIRCULAR SAW,as-0325-1
2025-03-25,ONLINE 3,C.LESS IMPACT WRENCH MODERN MG-85 SET,1,"Rp1,450,000",1450000,POWER TOOLS,MODERN,AHEN (SHOPEE 2),C.LESS IMPACT WRENCH,as-0325-1
2025-03-25,ONLINE 3,"BAR NEW WEST 36"" (070)",1,"Rp320,000",320000,SPARE PART CHAINSAW,NEW WEST,AHEN (SHOPEE),BAR,as-0325-1
2025-03-25,ONLINE 3,FILTER SPRAYER DALAM 12MM OLD-F,1,"Rp2,000",2000,SPARE PART KANEDA,KANEDA,AHEN (SHOPEE),FILTER SPRAYER DALAM 12MM OLD-F,as-0325-1
2025-03-25,ONLINE 3,KUNCI L PANJANG JETJO 4MM 601268,1,"Rp3,150",3150,TEKNIK,JETJO,AHEN (SHOPEE),KUNCI L PANJANG,as-0325-1
2025-03-25,ONLINE 3,"BATU POTONG WD 4""X1,2",4,"Rp2,800",11200,ACCESORIS PT,WD,AHEN (SHOPEE),BATU POTONG,as-0325-1
2025-03-25,ONLINE 3,HAND TAP L TEKIRO M3X0.5 (3PCS) GT-HT1852,1,"Rp20,740",20740,TEKNIK,TEKIRO,AHEN (SHOPEE),HAND TAP L,as-0325-2
2025-03-25,ONLINE 3,"BATU POTONG WD 4""X1,2",10,"Rp2,800",28000,ACCESORIS PT,WD,AHEN (SHOPEE),BATU POTONG,as-0325-3
2025-03-25,ONLINE 3,KUNCI L SET ELEKTRONIK JETJO 7PCS 601298,1,"Rp19,350",19350,TEKNIK,JETJO,AHEN (SHOPEE),KUNCI L SET ELEKTRONIK,as-0325-4
2025-03-25,ONLINE 3,RANTAI OREGON POTONG 20LPX.43T,1,"Rp169,000",169000,ACCESORIS CHAINSAW,OREGON,AHEN (SHOPEE),RANTAI,as-0325-4
2025-03-25,ONLINE 3,"BATU POTONG WD 14""X3",2,"Rp34,500",69000,ACCESORIS PT,WD,AHEN (SHOPEE),BATU POTONG,as-0325-4
2025-03-25,ONLINE 3,MATA MITTERSAW ESSEN 7.5X80T (ALM)	,1,"Rp87,500",87500,ACCESORIS PT,ESSEN,AHEN (SHOPEE),MATA MITTERSAW,as-0325-4
2025-03-25,ONLINE 3,RANTAI CARLTON BELAH B3HRP,2,"Rp254,888",509776,ACCESORIS CHAINSAW,CARLTON,AHEN (SHOPEE),RANTAI,as-0325-4
2025-03-25,ONLINE 3,GERINDA DONG CHENG DSM03-100,1,"Rp248,000",248000,POWER TOOLS,DONGCHENG,AHEN (SHOPEE),GERINDA,as-0325-4
2025-03-25,ONLINE 3,GERINDA DONG CHENG DSM03-100,1,"Rp248,000",248000,POWER TOOLS,DONGCHENG,AHEN (SHOPEE),GERINDA,as-0325-5
2025-03-25,ONLINE 3,GERINDA DONG CHENG DSM03-100,1,"Rp248,000",248000,POWER TOOLS,DONGCHENG,AHEN (SHOPEE),GERINDA,as-0325-6
